"year","rank","rider_name","rider_country"
1993,"98","Uwe Raab","Germany"
1993,"99","Gerd Audehm","Germany"
1993,"100","Nelson Rodríguez","Colombia"
1993,"101","Steve Bauer","Canada"
1993,"102","Herminio Diaz","Spain"
1993,"103","Laurent Biondi","France"
1993,"104","Stefano Zanatta","Italy"
1993,"105","Davide Cassani","Italy"
1993,"106","Frans Maassen","Netherlands"
1993,"107","Marc Wauters","Belgium"
1993,"108","Jean-Pierre Delphis","France"
1993,"109","Laurent Desbiens","France"
1993,"110","Serge Baguet","Belgium"
1993,"111","Mario Kummer","Germany"
1993,"112","Frédéric Moncassin","France"
1993,"113","Michel Vermote","Belgium"
1993,"114","Herman Frison","Belgium"
1993,"115","Christophe Capelle","France"
1993,"116","Michel Dernies","Belgium"
1993,"117","Jesus Montoya","Spain"
1993,"118","Tom Cordes","Netherlands"
1993,"119","Patrice Esnault","France"
1993,"120","Mario Scirea","Italy"
1993,"121","Jacky Durand","France"
1993,"122","John Talen","Netherlands"
1993,"123","Philippe Casado","France"
1993,"124","Jean-Pierre Bourgeot","France"
1993,"125","Giovanni Fidanza","Italy"
1993,"126","Prudencio Induráin","Spain"
1993,"127","Gert Jakobs","Netherlands"
1993,"128","Andrea Tafi","Italy"
1993,"129","Jelle Nijdam","Netherlands"
1993,"130","Danny Nelissen","Netherlands"
1993,"131","Dieter Runkel","Switzerland"
1993,"132","Peter De Clercq","Belgium"
1993,"133","Jean-Claude Colotti","France"
1993,"134","Rob Mulders","Netherlands"
1993,"135","Peter Farazijn","Belgium"
1993,"136","Edwig Van Hooydonck","Belgium"
1994,"1","Miguel Induráin","Spain"
1994,"2","Piotr Ugrumov","Latvia"
1994,"3","Marco Pantani","Italy"
1994,"4","Luc Leblanc","France"
1994,"5","Richard Virenque","France"
1994,"6","Roberto Conti","Italy"
1994,"7","Alberto Elli","Italy"
1994,"8","Alex Zülle","Switzerland"
1994,"9","Udo Bölts","Germany"
1994,"10","Vladimir Poulnikov","Ukraine"
1994,"11","Pascal Lino","France"
1994,"12","Fernando Escartín","Spain"
1994,"13","Gianluca Bortolami","Italy"
1994,"14","Bjarne Riis","Denmark"
1994,"15","Oscar Pelliccioli","Italy"
1994,"16","Nelson Rodríguez","Colombia"
1994,"17","Jean-François Bernard","France"
1994,"18","Hernán Buenahora","Colombia"
1994,"19","Rolf Sørensen","Denmark"
1994,"20","Bo Hamburger","Denmark"
1994,"21","Thomas Davy","France"
1994,"22","Éric Caritoux","France"
1994,"23","Federico Muñoz","Colombia"
1994,"24","Jim Van De Laer","Belgium"
1994,"25","Bruno Cenghialta","Italy"
1994,"26","Charly Mottet","France"
1994,"27","Beat Zberg","Switzerland"
1994,"28","Gerd Audehm","Germany"
1994,"29","Erik Breukink","Netherlands"
1994,"30","Abraham Olano","Spain"
1994,"31","Alvaro Mejia","Colombia"
1994,"32","Ramon González","Spain"
1994,"33","Pascal Hervé","France"
1994,"34","Federico Echave","Spain"
1994,"35","Laurent Dufaux","Switzerland"
1994,"36","Viatcheslav Ekimov","Russian Federation"
1994,"37","Franco Vona","Italy"
1994,"38","Rolf Aldag","Germany"
1994,"39","Enrico Zaina","Italy"
1994,"40","Arsenio Gonzalez","Spain"
1994,"41","Flavio Vanzella","Italy"
1994,"42","Franco Chioccioli","Italy"
1994,"43","François Simon","France"
1994,"44","Artūras Kasputis","Lithuania"
1994,"45","Jesper Skibby","Denmark"
1994,"46","Davide Perona","Italy"
1994,"47","Jean-Claude Bagot","France"
1994,"48","Miguel Arroyo","Mexico"
1994,"49","José Ramon Uriarte","Spain"
1994,"50","Dag Otto Lauritzen","Norway"
1994,"51","Eddy Seigneur","France"
1994,"52","Neil Stephens","Australia"
1994,"53","Thierry Marie","France"
1994,"54","Giancarlo Perini","Italy"
1994,"55","Angel Yesid Camargo","Colombia"
1994,"56","Gérard Rué","France"
1994,"57","Djamolidine Abdoujaparov","Uzbekistan"
1994,"58","Giorgio Furlan","Italy"
1994,"59","Jörg Müller","Switzerland"
1994,"60","Jens Heppner","Germany"
1994,"61","Andrea Peron","Italy"
1994,"62","Vladislav Bobrik","Russian Federation"
1994,"63","Serhiy Utchakov","Ukraine"
1994,"64","Christophe Manin","France"
1994,"65","Mauro-Antonio Santaromita","Italy"
1994,"66","Ronan Pensec","France"
1994,"67","Vicente Aparicio","Spain"
1994,"68","Luc Roosen","Belgium"
1994,"69","Phil Anderson","Australia"
1994,"70","Raúl Alcalá","Mexico"
1994,"71","Sean Yates","United Kingdom"
1994,"72","Dimitri Zhdanov","Russian Federation"
1994,"73","Rolf Järmann","Switzerland"
1994,"74","Philippe Louviot","France"
1994,"75","Massimo Ghirotto","Italy"
1994,"76","Carlo Bomans","Belgium"
1994,"77","Gerrit de Vries","Netherlands"
1994,"78","Thierry Gouvenou","France"
1994,"79","Atle Kvålsvoll","Norway"
1994,"80","Johan Museeuw","Belgium"
1994,"81","Pascal Chanteur","France"
1994,"82","Peter De Clercq","Belgium"
1994,"83","Stephen Hodge","Australia"
1994,"84","Uwe Raab","Germany"
1994,"85","Julio-César Cadena","Colombia"
1994,"86","Marco Zen","Italy"
1994,"87","Francisco Cabello","Spain"
1994,"88","Guy Nulens","Belgium"
1994,"89","Frankie Andreu","United States"
1994,"90","Guido Bontempi","Italy"
1994,"91","Bruno Thibout","France"
1994,"92","Marc Wauters","Belgium"
1994,"93","Hendrik Redant","Belgium"
1994,"94","Silvio Martinello","Italy"
1994,"95","Melcior Mauri","Spain"
1994,"96","Ángel Edo","Spain"
1994,"97","Mario Kummer","Germany"
1994,"98","Rudy Verdonck","Belgium"
1994,"99","Erwin Nijboer","Netherlands"
1994,"100","Cezary Zamana","Poland"
1994,"101","Erik Dekker","Netherlands"
1994,"102","Alberto Leanizbarrutia","Spain"
1994,"103","Ján Svorada","Slovakia"
1994,"104","Michel Dernies","Belgium"
1994,"105","Olaf Ludwig","Germany"
1994,"106","Christian Henn","Germany"
1994,"107","Dario Bottaro","Italy"
1994,"108","Davide Cassani","Italy"
1994,"109","Herminio Diaz","Spain"
1994,"110","Giovanni Fidanza","Italy"
1994,"111","Remo Rossi","Italy"
1994,"112","Stephen Swart","New Zealand"
1994,"113","Francis Moreau","France"
1994,"114","Mario Chiesa","Italy"
1994,"115","Eros Poli","Italy"
1994,"116","Rob Mulders","Netherlands"
1994,"117","John Talen","Netherlands"
1995,"1","Miguel Induráin","Spain"
1995,"2","Alex Zülle","Switzerland"
1995,"3","Bjarne Riis","Denmark"
1995,"4","Laurent Jalabert","France"
1995,"5","Ivan Gotti","Italy"
1995,"6","Melcior Mauri","Spain"
1995,"7","Fernando Escartín","Spain"
1995,"8","Tony Rominger","Switzerland"
1995,"9","Richard Virenque","France"
1995,"10","Hernán Buenahora","Colombia"
1995,"11","Claudio Chiappucci","Italy"
1995,"12","Laurent Madouas","France"
1995,"13","Marco Pantani","Italy"
1995,"14","Paolo Lanfranchi","Italy"
1995,"15","Bruno Cenghialta","Italy"
1995,"16","Alvaro Mejia","Colombia"
1995,"17","Bo Hamburger","Denmark"
1995,"18","Viatcheslav Ekimov","Russian Federation"
1995,"19","Laurent Dufaux","Switzerland"
1995,"20","Erik Breukink","Netherlands"
1995,"21","Vicente Aparicio","Spain"
1995,"22","Jean-Cyril Robin","France"
1995,"23","Arsenio Gonzalez","Spain"
1995,"24","Federico Muñoz","Colombia"
1995,"25","Vladimir Poulnikov","Ukraine"
1995,"26","Massimo Podenzana","Italy"
1995,"27","Laudelino Cubino","Spain"
1995,"28","Laurent Brochard","France"
1995,"29","Beat Zberg","Switzerland"
1995,"30","Yvon Ledanois","France"
1995,"31","Johan Bruyneel","Belgium"
1995,"32","Oscar Pelliccioli","Italy"
1995,"33","Alberto Elli","Italy"
1995,"34","Jean-François Bernard","France"
1995,"35","Herminio Diaz","Spain"
1995,"36","Lance Armstrong","United States"
1995,"37","Georg Totschnig","Austria"
1995,"38","Udo Bölts","Germany"
1995,"39","Andrea Tafi","Italy"
1995,"40","Ramon González","Spain"
1995,"41","Gérard Rué","France"
1995,"42","Enrico Zaina","Italy"
1995,"43","Massimiliano Lelli","Italy"
1995,"44","Andrea Peron","Italy"
1995,"45","Eddy Bouwmans","Netherlands"
1995,"46","Zenon Jaskuła","Poland"
1995,"47","Maximilian Sciandri","United Kingdom"
1995,"48","Franco Vona","Italy"
1995,"49","Jesper Skibby","Denmark"
1995,"50","Leonardo Sierra","Venezuela, Bolivarian Rep. of"
1995,"51","Gabriele Colombo","Italy"
1995,"52","Maarten den Bakker","Netherlands"
1995,"53","Gianni Bugno","Italy"
1995,"54","Andrea Ferrigato","Italy"
1995,"55","Didier Rous","France"
1995,"56","Djamolidine Abdoujaparov","Uzbekistan"
1995,"57","Carmelo Miranda","Spain"
1995,"58","Rolf Aldag","Germany"
1995,"59","François Simon","France"
1995,"60","Neil Stephens","Australia"
1995,"61","Miguel Arroyo","Mexico"
1995,"62","Armand de Las Cuevas","France"
1995,"63","Gilles Bouvard","France"
1995,"64","Stephen Hodge","Australia"
1995,"65","Alberto Volpi","Italy"
1995,"66","Jens Heppner","Germany"
1995,"67","Rolf Järmann","Switzerland"
1995,"68","Fabian Jeker","Switzerland"
1995,"69","José Ramon Uriarte","Spain"
1995,"70","Erik Dekker","Netherlands"
1995,"71","Andrei Tchmil","Ukraine"
1995,"72","Massimo Donati","Italy"
1995,"73","Johan Museeuw","Belgium"
1995,"74","Serhiy Utchakov","Ukraine"
1995,"75","Artūras Kasputis","Lithuania"
1995,"76","Jim Van De Laer","Belgium"
1995,"77","Francesco Frattini","Italy"
1995,"78","Marino Alonso","Spain"
1995,"79","Dario Bottaro","Italy"
1995,"80","Thomas Davy","France"
1995,"81","Davide Perona","Italy"
1995,"82","Frankie Andreu","United States"
1995,"83","Alessio Galletti","Italy"
1995,"84","Marcello Siboni","Italy"
1995,"85","Marco Milesi","Italy"
1995,"86","Flavio Vanzella","Italy"
1995,"87","Giancarlo Perini","Italy"
1995,"88","Wilfried Peeters","Belgium"
1995,"89","Guido Bontempi","Italy"
1995,"90","Erik Zabel","Germany"
1995,"91","Arvis Piziks","Latvia"
1995,"92","François Lemarchand","France"
1995,"93","José Angel Vidal","Spain"
1995,"94","Thierry Marie","France"
1995,"95","Aitor Garmendia","Spain"
1995,"96","Alexander Gontchenkov","Ukraine"
1995,"97","Frans Maassen","Netherlands"
1995,"98","Mario Scirea","Italy"
1995,"99","Mauro Bettin","Italy"
1995,"100","Nicola Loda","Italy"
1995,"101","Steve Bauer","Canada"
1995,"102","Rossano Brasi","Italy"
1995,"103","Giovanni Lombardi","Italy"
1995,"104","Gilles Talmant","France"
1995,"105","Peter Farazijn","Belgium"
1995,"106","Stefano Colage","Italy"
1995,"107","Gian Matteo Fagnini","Italy"
1995,"108","Giovanni Fidanza","Italy"
1995,"109","Stephen Swart","New Zealand"
1995,"110","Gianluca Gorini","Italy"
1995,"111","Marco Serpellini","Italy"
1995,"112","Davide Cassani","Italy"
1995,"113","Bart Voskamp","Netherlands"
1995,"114","Eros Poli","Italy"
1995,"115","Bruno Cornillet","France"
1996,"1","Bjarne Riis","Denmark"
1996,"2","Jan Ullrich","Germany"
1996,"3","Richard Virenque","France"
1996,"4","Laurent Dufaux","Switzerland"
1996,"5","Peter Luttenberger","Austria"
1996,"6","Luc Leblanc","France"
1996,"7","Piotr Ugrumov","Latvia"
1996,"8","Fernando Escartín","Spain"
1996,"9","Abraham Olano","Spain"
1996,"10","Tony Rominger","Switzerland"
1996,"11","Miguel Induráin","Spain"
1996,"12","Patrick Jonker","Australia"
1996,"13","Bo Hamburger","Denmark"
1996,"14","Udo Bölts","Germany"
1996,"15","Alberto Elli","Italy"
1996,"16","Manuel Fernández Ginés","Spain"
1996,"17","Leonardo Piepoli","Italy"
1996,"18","Laurent Brochard","France"
1996,"19","Michele Bartoli","Italy"
1996,"20","Evgueni Berzin","Russian Federation"
1996,"21","Viatcheslav Ekimov","Russian Federation"
1996,"22","Stefano Cattai","Italy"
1996,"23","Laurent Madouas","France"
1996,"24","Arsenio González","Spain"
1996,"25","Massimiliano Lelli","Italy"
1996,"26","Alex Zülle","Switzerland"
1996,"27","Giuseppe Guerini","Italy"
1996,"28","Rolf Sørensen","Denmark"
1996,"29","Jesper Skibby","Denmark"
1996,"30","Marco Fincato","Italy"
1996,"31","Michael Boogerd","Netherlands"
1996,"32","José Luis Arrieta","Spain"
1996,"33","Paolo Savoldelli","Italy"
1996,"34","Erik Breukink","Netherlands"
1996,"35","Aitor Garmendia","Spain"
1996,"36","Oscar Camenzind","Switzerland"
1996,"37","Claudio Chiappucci","Italy"
1996,"38","Melcior Mauri","Spain"
1996,"39","Chris Boardman","United Kingdom"
1996,"40","Federico Echave","Spain"
1996,"41","José Roberto Sierra","Spain"
1996,"42","Pascal Hervé","France"
1996,"43","Mirco Gualdi","Italy"
1996,"44","Laurent Roux","France"
1996,"45","Andrea Tafi","Italy"
1996,"46","Andrea Ferrigato","Italy"
1996,"47","Pascal Richard","Switzerland"
1996,"48","Félix García Casas","Spain"
1996,"49","Neil Stephens","Australia"
1996,"50","Davide Perona","Italy"
1996,"51","Maurizio Fondriest","Italy"
1996,"52","Valentino Fois","Italy"
1996,"53","Herminio Díaz Zabala","Spain"
1996,"54","Orlando Rodrigues","Portugal"
1996,"55","Bruno Thibout","France"
1996,"56","Bruno Cenghialta","Italy"
1996,"57","José María Jiménez","Spain"
1996,"58","Prudencio Induráin","Spain"
1996,"59","Paolo Lanfranchi","Italy"
1996,"60","Flavio Vanzella","Italy"
1996,"61","Massimo Podenzana","Italy"
1996,"62","Thierry Bourguignon","France"
1996,"63","Fabio Baldato","Italy"
1996,"64","Maarten den Bakker","Netherlands"
1996,"65","Marcello Siboni","Italy"
1996,"66","Marino Alonso","Spain"
1996,"67","Jean-Pierre Bourgeot","France"
1996,"68","Wladimir Belli","Italy"
1996,"69","Cédric Vasseur","France"
1996,"70","Massimo Donati","Italy"
1996,"71","José Joaquín Castelblanco","Colombia"
1996,"72","Marco Saligari","Italy"
1996,"73","Marco Zen","Italy"
1996,"74","Erik Dekker","Netherlands"
1996,"75","Christophe Moreau","France"
1996,"76","Christian Henn","Germany"
1996,"77","Andréï Tchmil","Belgium"
1996,"78","Djamolidine Abduzhaparov","Uzbekistan"
1996,"79","Paolo Fornaciari","Italy"
1996,"80","Bruno Boscardin","Switzerland"
1996,"81","Julio César Aguirre","Colombia"
1996,"82","Erik Zabel","Germany"
1996,"83","Rolf Aldag","Germany"
1996,"84","Danny Nelissen","Netherlands"
1996,"85","Oscar Pellicioli","Italy"
1996,"86","François Simon","France"
1996,"87","Sergei Uslamin","Russian Federation"
1996,"88","Jens Heppner","Germany"
1996,"89","Federico Muñoz","Colombia"
1996,"90","Rolf Järmann","Switzerland"
1996,"91","François Lemarchand","France"
1996,"92","José Ramón Uriarte","Spain"
1996,"93","Mariano Piccoli","Italy"
1996,"94","Cristian Salvato","Italy"
1996,"95","Johan Museeuw","Belgium"
1996,"96","José Jaime González","Colombia"
1996,"97","Rossano Brasi","Italy"
1996,"98","Fabio Roscioli","Italy"
1996,"99","Bart Voskamp","Netherlands"
1996,"100","Francesco Frattini","Italy"
1996,"101","Scott Sunderland","Australia"
1996,"102","Francisco Cabello","Spain"
1996,"103","Cristiano Frattini","Italy"
1996,"104","Thierry Laurent","France"
1996,"105","Omar Enrique Pumar","Venezuela, Bolivarian Rep. of"
1996,"106","Frédéric Moncassin","France"
1996,"107","Brian Holm","Denmark"
1996,"108","Frédérick Guesdon","France"
1996,"109","José Ángel Vidal","Spain"
1996,"110","Wilfried Peeters","Belgium"
1996,"111","Frankie Andreu","United States"
1996,"112","Alessandro Baronti","Italy"
1996,"113","Tobias Steinhauser","Germany"
1996,"114","Thierry Gouvenou","France"
1996,"115","Jacky Durand","France"
1996,"116","Peter Van Petegem","Belgium"
1996,"117","Dario Bottaro","Italy"
1996,"118","Gilles Talmant","France"
1996,"119","Gerrit de Vries","Netherlands"
1996,"120","Paul Van Hyfte","Belgium"
1996,"121","Ivan Cerioli","Italy"
1996,"122","Peter Farazijn","Belgium"
1996,"123","Nico Mattan","Belgium"
1996,"124","Marc Wauters","Belgium"
1996,"125","Mario Chiesa","Italy"
1996,"126","Simone Biasci","Italy"
1996,"127","Eros Poli","Italy"
1996,"128","Jeroen Blijlevens","Netherlands"
1996,"129","Jean-Luc Masdupuy","France"
1997,"1","Jan Ullrich","Germany"
1997,"2","Richard Virenque","France"
1997,"3","Marco Pantani","Italy"
1997,"4","Abraham Olano","Spain"
1997,"5","Fernando Escartín","Spain"
1997,"6","Francesco Casagrande","Italy"
1997,"7","Bjarne Riis","Denmark"
1997,"8","José María Jiménez","Spain"
1997,"9","Laurent Dufaux","Switzerland"
1997,"10","Roberto Conti","Italy"
1997,"11","Beat Zberg","Switzerland"
1997,"12","Oscar Camenzind","Switzerland"
1997,"13","Peter Luttenberger","Austria"
1997,"14","Manuel Beltrán","Spain"
1997,"15","Jean-Cyril Robin","France"
1997,"16","Michael Boogerd","Netherlands"
1997,"17","Bobby Julich","United States"
1997,"18","Daniele Nardello","Italy"
1997,"19","Christophe Moreau","France"
1997,"20","Stéphane Heulot","France"
1997,"21","Udo Bölts","Germany"
1997,"22","Hernán Buenahora","Colombia"
1997,"23","Laurent Roux","France"
1997,"24","Massimo Podenzana","Italy"
1997,"25","Laurent Madouas","France"
1997,"26","Pascal Chanteur","France"
1997,"27","Santiago Blanco","Spain"
1997,"28","Thierry Bourguignon","France"
1997,"29","Ángel Casero","Spain"
1997,"30","Alberto Elli","Italy"
1997,"31","Laurent Brochard","France"
1997,"32","François Simon","France"
1997,"33","Orlando Rodrigues","Portugal"
1997,"34","Georg Totschnig","Austria"
1997,"35","Joona Laukka","Finland"
1997,"36","Pascal Hervé","France"
1997,"37","Javier Pascual","Spain"
1997,"38","Kevin Livingston","United States"
1997,"39","Peter Farazijn","Belgium"
1997,"40","Cédric Vasseur","France"
1997,"41","Marcello Siboni","Italy"
1997,"42","Fabrice Gougot","France"
1997,"43","Laurent Jalabert","France"
1997,"44","Viatcheslav Ekimov","Russian Federation"
1997,"45","Didier Rous","France"
1997,"46","Gianluca Bortolami","Italy"
1997,"47","Massimiliano Lelli","Italy"
1997,"48","Christophe Mengin","France"
1997,"49","Peter Meinert","Denmark"
1997,"50","Frank Vandenbroucke","Belgium"
1997,"51","Rolf Aldag","Germany"
1997,"52","Erik Breukink","Netherlands"
1997,"53","Giuseppe Guerini","Italy"
1997,"54","Neil Stephens","Australia"
1997,"55","Juan José de los Ángeles","Spain"
1997,"56","Andrea Peron","Italy"
1997,"57","Andrea Tafi","Italy"
1997,"58","Davide Rebellin","Italy"
1997,"59","Zenon Jaskuła","Poland"
1997,"60","Jens Heppner","Germany"
1997,"61","Marino Alonso","Spain"
1997,"62","Patrick Jonker","Australia"
1997,"63","Aitor Garmendia","Spain"
1997,"64","Maarten den Bakker","Netherlands"
1997,"65","Jon Odriozola","Spain"
1997,"66","Erik Zabel","Germany"
1997,"67","Maximilian Sciandri","United Kingdom"
1997,"68","Rolf Sørensen","Denmark"
1997,"69","Tyler Hamilton","United States"
1997,"70","Íñigo Cuesta","Spain"
1997,"71","Francisco Benitez","Spain"
1997,"72","Daniele Sgnaolin","Italy"
1997,"73","Marco Zen","Italy"
1997,"74","Giorgio Furlan","Italy"
1997,"75","José Luis Arrieta","Spain"
1997,"76","Miguel Arroyo","Mexico"
1997,"77","José Angel Vidal","Spain"
1997,"78","Jose-Roberto Sierra","Spain"
1997,"79","Frankie Andreu","United States"
1997,"80","Oscar Pelliccioli","Italy"
1997,"81","Erik Dekker","Netherlands"
1997,"82","Jesper Skibby","Denmark"
1997,"83","Dominique Rault","France"
1997,"84","Christian Henn","Germany"
1997,"85","Francisco Mauleón","Spain"
1997,"86","Gianluca Valoti","Italy"
1997,"87","Dariusz Baranowski","Poland"
1997,"88","Thierry Gouvenou","France"
1997,"89","Wilfried Peeters","Belgium"
1997,"90","Paul Van Hyfte","Belgium"
1997,"91","Marco Artunghi","Italy"
1997,"92","Íñigo Chaurreau","Spain"
1997,"93","Artūras Kasputis","Lithuania"
1997,"94","Christophe Agnolutto","France"
1997,"95","Marco Saligari","Italy"
1997,"96","Marty Jemison","United States"
1997,"97","Giuseppe Tartaggia","Italy"
1997,"98","Bart Voskamp","Netherlands"
1997,"99","Henk Vogels jr","Australia"
1997,"100","Mario Traversoni","Italy"
1997,"101","Laurent Genty","France"
1997,"102","Peter Van Petegem","Belgium"
1997,"103","Gian Matteo Fagnini","Italy"
1997,"104","George Hincapie","United States"
1997,"105","Arnaud Prétot","France"
1997,"106","Flavio Vanzella","Italy"
1997,"107","Servais Knaven","Netherlands"
1997,"108","Francisco Cabello","Spain"
1997,"109","Stuart O'Grady","Australia"
1997,"110","Nicola Loda","Italy"
1997,"111","Frédérick Guesdon","France"
1997,"112","Bruno Cenghialta","Italy"
1997,"113","Serhiy Utchakov","Ukraine"
1997,"114","Frédéric Moncassin","France"
1997,"115","Christophe Rinero","France"
1997,"116","Gilberto Simoni","Italy"
1997,"117","Robbie McEwen","Australia"
1997,"118","Giovanni Lombardi","Italy"
1997,"119","Adriano Baffi","Italy"
1997,"120","Luca Scinto","Italy"
1997,"121","Marcelino García","Spain"
1997,"122","Nicola Minali","Italy"
1997,"123","Mirko Crepaldi","Italy"
1997,"124","Lauri Aus","Estonia"
1997,"125","Gerrit de Vries","Netherlands"
1997,"126","Jeroen Blijlevens","Netherlands"
1997,"127","Laurent Desbiens","France"
1997,"128","Tristan Hoffman","Netherlands"
1997,"129","Carlo Finco","Italy"
1997,"130","Rossano Brasi","Italy"
1997,"131","Pascal Deramé","France"
1997,"132","Matteo Tosatto","Italy"
1997,"133","Gianluca Pierobon","Italy"
1997,"134","Eros Poli","Italy"
1997,"135","Nicolas Jalabert","France"
1997,"136","Torsten Schmidt","Germany"
1997,"137","Philipp Buschor","Switzerland"
1997,"138","Stéphane Cueff","France"
1997,"139","Philippe Gaumont","France"
1998,"1","Marco Pantani","Italy"
1998,"2","Jan Ullrich","Germany"
1998,"3","Bobby Julich","United States"
1998,"4","Christophe Rinero","France"
1998,"5","Michael Boogerd","Netherlands"
1998,"6","Jean-Cyril Robin","France"
1998,"7","Roland Meier","Switzerland"
1998,"8","Daniele Nardello","Italy"
1998,"9","Giuseppe Di Grande","Italy"
1998,"10","Axel Merckx","Belgium"
1998,"11","Bjarne Riis","Denmark"
1998,"12","Dariusz Baranowski","Poland"
1998,"13","Stéphane Heulot","France"
1998,"14","Leonardo Piepoli","Italy"
1998,"15","Bo Hamburger","Denmark"
1998,"16","Kurt Van De Wouwer","Belgium"
1998,"17","Kevin Livingston","United States"
1998,"18","Jörg Jaksche","Germany"
1998,"19","Peter Farazijn","Belgium"
1998,"20","Andrey Teteryuk","Kazakhstan"
1998,"21","Udo Bölts","Germany"
1998,"22","Laurent Madouas","France"
1998,"23","Geert Verheyen","Belgium"
1998,"24","Cédric Vasseur","France"
1998,"25","Evgeni Berzin","Russian Federation"
1998,"26","Thierry Bourguignon","France"
1998,"27","Georg Totschnig","Austria"
1998,"28","Benoît Salmon","France"
1998,"29","Alberto Elli","Italy"
1998,"30","Philippe Bordenave","France"
1998,"31","Christophe Agnolutto","France"
1998,"32","Oscar Pozzi","Italy"
1998,"33","Maarten den Bakker","Netherlands"
1998,"34","Patrick Jonker","Australia"
1998,"35","Pascal Chanteur","France"
1998,"36","Massimiliano Lelli","Italy"
1998,"37","Massimo Podenzana","Italy"
1998,"38","Viatcheslav Ekimov","Russian Federation"
1998,"39","Denis Leproux","France"
1998,"40","Beat Zberg","Switzerland"
1998,"41","Lylian Lebreton","France"
1998,"42","Andrea Tafi","Italy"
1998,"43","Rolf Aldag","Germany"
1998,"44","Koos Moerenhout","Netherlands"
1998,"45","Peter Meinert Nielsen","Denmark"
1998,"46","Riccardo Forconi","Italy"
1998,"47","Fabio Sacchi","Italy"
1998,"48","Marty Jemison","United States"
1998,"49","Nicolas Jalabert","France"
1998,"50","Massimo Donati","Italy"
1998,"51","Tyler Hamilton","United States"
1998,"52","Simone Borgheresi","Italy"
1998,"53","George Hincapie","United States"
1998,"54","Stuart O'Grady","Australia"
1998,"55","Filippo Simeoni","Italy"
1998,"56","Jens Heppner","Germany"
1998,"57","François Simon","France"
1998,"58","Frankie Andreu","United States"
1998,"59","Thierry Gouvenou","France"
1998,"60","Roberto Conti","Italy"
1998,"61","Laurent Desbiens","France"
1998,"62","Erik Zabel","Germany"
1998,"63","Léon van Bon","Netherlands"
1998,"64","Paul Van Hyfte","Belgium"
1998,"65","Jacky Durand","France"
1998,"66","Christophe Mengin","France"
1998,"67","Frédéric Guesdon","France"
1998,"68","Wilfried Peeters","Belgium"
1998,"69","Rik Verbrugghe","Belgium"
1998,"70","Magnus Bäckstedt","Sweden"
1998,"71","Eddy Mazzoleni","Italy"
1998,"72","Fabiano Fontanelli","Italy"
1998,"73","Stefano Zanini","Italy"
1998,"74","Alain Turicchia","Italy"
1998,"75","Mirko Crepaldi","Italy"
1998,"76","Diego Ferrari","Italy"
1998,"77","Xavier Jan","France"
1998,"78","Pascal Lino","France"
1998,"79","Fabio Roscioli","Italy"
1998,"80","Christian Henn","Germany"
1998,"81","Viatcheslav Djavanian","Russian Federation"
1998,"82","Rossano Brasi","Italy"
1998,"83","Jens Voigt","Germany"
1998,"84","Pascal Deramé","France"
1998,"85","Tom Steels","Belgium"
1998,"86","Eros Poli","Italy"
1998,"87","Alexei Sivakov","Russian Federation"
1998,"88","Aart Vierhouten","Netherlands"
1998,"89","Robbie McEwen","Australia"
1998,"90","Paolo Fornaciari","Italy"
1998,"91","Massimiliano Mori","Italy"
1998,"92","Bart Leysen","Belgium"
1998,"93","Francesco Frattini","Italy"
1998,"94","Franck Bouyer","France"
1998,"95","Mario Traversoni","Italy"
1998,"96","Damien Nazon","France"
1999,"1","Lance Armstrong","United States"
1999,"2","Alex Zülle","Switzerland"
1999,"3","Fernando Escartín","Spain"
1999,"4","Laurent Dufaux","Switzerland"
1999,"5","Ángel Casero","Spain"
1999,"6","Abraham Olano","Spain"
1999,"7","Daniele Nardello","Italy"
1999,"8","Richard Virenque","France"
1999,"9","Wladimir Belli","Italy"
1999,"10","Andrea Peron","Italy"
1999,"11","Kurt Van De Wouwer","Belgium"
1999,"12","David Etxebarria","Spain"
1999,"13","Tyler Hamilton","United States"
1999,"14","Stéphane Heulot","France"
1999,"15","Roland Meier","Switzerland"
1999,"16","Benoit Salmon","France"
1999,"17","Alberto Elli","Italy"
1999,"18","Paolo Lanfranchi","Italy"
1999,"19","Carlos Contreras","Colombia"
1999,"20","Georg Totschnig","Austria"
1999,"21","Mario Aerts","Belgium"
1999,"22","Giuseppe Guerini","Italy"
1999,"23","Gianni Faresin","Italy"
1999,"24","Álvaro González de Galdeano","Spain"
1999,"25","Marcos Antonio Serrano","Spain"
1999,"26","Francisco Tomas García","Spain"
1999,"27","Christophe Moreau","France"
1999,"28","Francisco Mancebo","Spain"
1999,"29","Luis Perez","Spain"
1999,"30","François Simon","France"
1999,"31","Armin Meier","Switzerland"
1999,"32","Stefano Garzelli","Italy"
1999,"33","Javier Pascual Rodríguez","Spain"
1999,"34","Massimiliano Lelli","Italy"
1999,"35","Alexander Vinokourov","Kazakhstan"
1999,"36","Kevin Livingston","United States"
1999,"37","José Castelblanco","Colombia"
1999,"38","Salvatore Commesso","Italy"
1999,"39","César Solaun","Spain"
1999,"40","Udo Bölts","Germany"
1999,"41","Steve De Wolf","Belgium"
1999,"42","Frédérick Bessy","France"
1999,"43","Miguel Ángel Peña","Spain"
1999,"44","Laurent Madouas","France"
1999,"45","Geert Verheyen","Belgium"
1999,"46","José Luis Arrieta","Spain"
