"year","rank","rider_name","rider_country"
1999,"47","Francisco Javier Cerezo","Spain"
1999,"48","Thierry Bourguignon","France"
1999,"49","Manuel Fernández","Spain"
1999,"50","Mariano Piccoli","Italy"
1999,"51","Lylian Lebreton","France"
1999,"52","Jean-Cyril Robin","France"
1999,"53","Marco Fincato","Italy"
1999,"54","Jon Odriozola","Spain"
1999,"55","Marco Serpellini","Italy"
1999,"56","Michael Boogerd","Netherlands"
1999,"57","Fabian Jeker","Switzerland"
1999,"58","Rafael Díaz","Spain"
1999,"59","José Javier Gomez","Spain"
1999,"60","Jens Voigt","Germany"
1999,"61","Santos González","Spain"
1999,"62","Dmitri Konychev","Russian Federation"
1999,"63","Peter Farazijn","Belgium"
1999,"64","Hernán Buenahora","Colombia"
1999,"65","Frankie Andreu","United States"
1999,"66","Stefano Cattai","Italy"
1999,"67","Christophe Oriol","France"
1999,"68","José Vicente Garcia","Spain"
1999,"69","Fabrice Gougot","France"
1999,"70","Christophe Mengin","France"
1999,"71","Rik Verbrugghe","Belgium"
1999,"72","Marc Lotz","Netherlands"
1999,"73","Steffen Wesemann","Germany"
1999,"74","Stéphane Goubert","France"
1999,"75","José Luis Rebollo","Spain"
1999,"76","Prudencio Induráin","Spain"
1999,"77","Laurent Brochard","France"
1999,"78","George Hincapie","United States"
1999,"79","Christophe Rinero","France"
1999,"80","Jörg Jaksche","Germany"
1999,"81","Giampaolo Mondini","Italy"
1999,"82","Gilles Maignan","France"
1999,"83","Cédric Vasseur","France"
1999,"84","Maarten den Bakker","Netherlands"
1999,"85","Christian Vande Velde","United States"
1999,"86","Javier Otxoa","Spain"
1999,"87","Riccardo Forconi","Italy"
1999,"88","Laurent Lefèvre","France"
1999,"89","Erik Zabel","Germany"
1999,"90","Dominique Rault","France"
1999,"91","Pascal Chanteur","France"
1999,"92","Elio Aggiano","Italy"
1999,"93","Alexei Sivakov","Russian Federation"
1999,"94","Stuart O'Grady","Australia"
1999,"95","Massimo Giunti","Italy"
1999,"96","Thierry Gouvenou","France"
1999,"97","Patrick Jonker","Australia"
1999,"98","David Navas","Spain"
1999,"99","Fabio Sacchi","Italy"
1999,"100","Laurent Desbiens","France"
1999,"101","José Angel Vidal","Spain"
1999,"102","Jaime Hernández","Spain"
1999,"103","Davide Bramati","Italy"
1999,"104","Tom Steels","Belgium"
1999,"105","Anthony Morin","France"
1999,"106","Frédérick Guesdon","France"
1999,"107","Erik Dekker","Netherlands"
1999,"108","Fabien De Waele","Belgium"
1999,"109","Beat Zberg","Switzerland"
1999,"110","Kai Hundertmarck","Germany"
1999,"111","Ludovic Auger","France"
1999,"112","Peter Wuyts","Belgium"
1999,"113","Marco Pinotti","Italy"
1999,"114","Silvio Martinello","Italy"
1999,"115","Christophe Capelle","France"
1999,"116","Lars Michaelsen","Denmark"
1999,"117","Claude Lamour","France"
1999,"118","Rolf Huser","Switzerland"
1999,"119","Chris Boardman","United Kingdom"
1999,"120","Mirko Crepaldi","Italy"
1999,"121","Henk Vogels jr","Australia"
1999,"122","Robbie McEwen","Australia"
1999,"123","Sébastien Hinault","France"
1999,"124","Sergio Barbero","Italy"
1999,"125","Gabriele Colombo","Italy"
1999,"126","Carlos De La Cruz","France"
1999,"127","Rossano Brasi","Italy"
1999,"128","Thierry Marichal","Belgium"
1999,"129","Juan José de los Ángeles","Spain"
1999,"130","Sebastien Demarbaix","Belgium"
1999,"131","Marcus Ljungqvist","Sweden"
1999,"132","Anthony Langella","France"
1999,"133","Bart Leysen","Belgium"
1999,"134","Massimiliano Napolitano","Italy"
1999,"135","Pedro Horrillo","Spain"
1999,"136","Jan Schaffrath","Germany"
1999,"137","Luca Mazzanti","Italy"
1999,"138","Alessandro Baronti","Italy"
1999,"139","Thierry Loder","France"
1999,"140","Pascal Deramé","France"
1999,"141","Jacky Durand","France"
2000,"1","Lance Armstrong","United States"
2000,"2","Jan Ullrich","Germany"
2000,"3","Joseba Beloki","Spain"
2000,"4","Christophe Moreau","France"
2000,"5","Roberto Heras","Spain"
2000,"6","Richard Virenque","France"
2000,"7","Santiago Botero","Colombia"
2000,"8","Fernando Escartín","Spain"
2000,"9","Francisco Mancebo","Spain"
2000,"10","Daniele Nardello","Italy"
2000,"11","Manuel Beltrán","Spain"
2000,"12","Pascal Hervé","France"
2000,"13","Javier Otxoa","Spain"
2000,"14","Felix Manuel Garcia","Spain"
2000,"15","Alexander Vinokourov","Kazakhstan"
2000,"16","Roberto Conti","Italy"
2000,"17","Kurt Van De Wouwer","Belgium"
2000,"18","Guido Trentin","Italy"
2000,"19","Jean-Cyril Robin","France"
2000,"20","Geert Verheyen","Belgium"
2000,"21","Peter Luttenberger","Austria"
2000,"22","Nico Mattan","Belgium"
2000,"23","José María Jiménez","Spain"
2000,"24","Grischa Niermann","Germany"
2000,"25","Tyler Hamilton","United States"
2000,"26","Giuseppe Guerini","Italy"
2000,"27","Massimiliano Lelli","Italy"
2000,"28","Mario Aerts","Belgium"
2000,"29","Daniel Atienza","Spain"
2000,"30","Dariusz Baranowski","Poland"
2000,"31","Javier Pascual","Spain"
2000,"32","Andrei Kivilev","Kazakhstan"
2000,"33","David Cañada","Spain"
2000,"34","Abraham Olano","Spain"
2000,"35","Laurent Madouas","France"
2000,"36","Bo Hamburger","Denmark"
2000,"37","Kevin Livingston","United States"
2000,"38","Enrico Zaina","Italy"
2000,"39","Marco Velo","Italy"
2000,"40","Jens Heppner","Germany"
2000,"41","Paolo Savoldelli","Italy"
2000,"42","Udo Bölts","Germany"
2000,"43","Marc Wauters","Belgium"
2000,"44","Roland Meier","Switzerland"
2000,"45","Didier Rous","France"
2000,"46","Marcello Siboni","Italy"
2000,"47","Jon Odriozola","Spain"
2000,"48","Bobby Julich","United States"
2000,"49","Maarten den Bakker","Netherlands"
2000,"50","José Angel Vidal","Spain"
2000,"51","Erik Dekker","Netherlands"
2000,"52","Cédric Vasseur","France"
2000,"53","José Vicente Garcia","Spain"
2000,"54","Laurent Jalabert","France"
2000,"55","Viatcheslav Ekimov","Russian Federation"
2000,"56","Marc Lotz","Netherlands"
2000,"57","José Luis Arrieta","Spain"
2000,"58","François Simon","France"
2000,"59","Ermanno Brignoli","Italy"
2000,"60","Jens Voigt","Germany"
2000,"61","Erik Zabel","Germany"
2000,"62","David Millar","United Kingdom"
2000,"63","Antonio Tauler","Spain"
2000,"64","Fabio Sacchi","Italy"
2000,"65","George Hincapie","United States"
2000,"66","Christophe Agnolutto","France"
2000,"67","Massimiliano Mori","Italy"
2000,"68","Markus Zberg","Switzerland"
2000,"69","Pascal Chanteur","France"
2000,"70","Riccardo Forconi","Italy"
2000,"71","Walter Bénéteau","France"
2000,"72","Salvatore Commesso","Italy"
2000,"73","Massimo Podenzana","Italy"
2000,"74","Jacky Durand","France"
2000,"75","David Moncoutié","France"
2000,"76","Xavier Jan","France"
2000,"77","Koos Moerenhout","Netherlands"
2000,"78","Michel Lafis","Sweden"
2000,"79","Paul Van Hyfte","Belgium"
2000,"80","Stefano Zanini","Italy"
2000,"81","Gilles Maignan","France"
2000,"82","Romans Vainsteins","Latvia"
2000,"83","David Delrieu","France"
2000,"84","Alberto Elli","Italy"
2000,"85","Pavel Padrnos","Czech Republic"
2000,"86","Fred Rodriguez","United States"
2000,"87","Orlando Rodrigues","Portugal"
2000,"88","Sebastien Demarbaix","Belgium"
2000,"89","Steffen Kjærgaard","Norway"
2000,"90","Anthony Morin","France"
2000,"91","Glenn Magnusson","Sweden"
2000,"92","Benoît Joachim","Luxembourg"
2000,"93","Arvis Piziks","Latvia"
2000,"94","Mirko Crepaldi","Italy"
2000,"95","Christophe Mengin","France"
2000,"96","Mauro Radaelli","Italy"
2000,"97","Jaime Hernández","Spain"
2000,"98","Emmanuel Magnien","France"
2000,"99","Nicolai Bo Larsen","Denmark"
2000,"100","Frank Høj","Denmark"
2000,"101","Thierry Marichal","Belgium"
2000,"102","Massimo Apollonio","Italy"
2000,"103","Max van Heeswijk","Netherlands"
2000,"104","Gian Matteo Fagnini","Italy"
2000,"105","Andreas Klier","Germany"
2000,"106","Grzegorz Gwiazdowski","Poland"
2000,"107","Benoit Salmon","France"
2000,"108","Martin Rittsel","Sweden"
2000,"109","Servais Knaven","Netherlands"
2000,"110","Frankie Andreu","United States"
2000,"111","Pascal Deramé","France"
2000,"112","Pascal Lino","France"
2000,"113","Robbie McEwen","Australia"
2000,"114","Simone Borgheresi","Italy"
2000,"115","Bart Voskamp","Netherlands"
2000,"116","Frédérick Guesdon","France"
2000,"117","Tristan Hoffman","Netherlands"
2000,"118","Geert Van Bondt","Belgium"
2000,"119","Allan Johansen","Denmark"
2000,"120","Anthony Langella","France"
2000,"121","Serge Baguet","Belgium"
2000,"122","Franck Bouyer","France"
2000,"123","Magnus Bäckstedt","Sweden"
2000,"124","Francisco Leon","Spain"
2000,"125","Sébastien Hinault","France"
2000,"126","Damien Nazon","France"
2000,"127","Olivier Perraudeau","France"
2001,"DSQ","Lance Armstrong","United States"
2001,"2","Jan Ullrich","Germany"
2001,"3","Joseba Beloki","Spain"
2001,"4","Andrei Kivilev","Kazakhstan"
2001,"5","Igor González","Spain"
2001,"6","François Simon","France"
2001,"7","Óscar Sevilla","Spain"
2001,"8","Santiago Botero","Colombia"
2001,"9","Marcos Antonio Serrano","Spain"
2001,"10","Michael Boogerd","Netherlands"
2001,"11","Didier Rous","France"
2001,"12","Íñigo Chaurreau","Spain"
2001,"13","Francisco Mancebo","Spain"
2001,"14","Stefano Garzelli","Italy"
2001,"15","Roberto Heras","Spain"
2001,"16","Alexander Vinokourov","Kazakhstan"
2001,"17","Alexander Bocharov","Russian Federation"
2001,"18","Bobby Julich","United States"
2001,"19","Laurent Jalabert","France"
2001,"20","Carlos Sastre","Spain"
2001,"21","Tomasz Brożyna","Poland"
2001,"22","Axel Merckx","Belgium"
2001,"23","Laurent Brochard","France"
2001,"24","Wladimir Belli","Italy"
2001,"25","José Enrique Gutiérrez","Spain"
2001,"26","Andreas Klöden","Germany"
2001,"27","Mario Aerts","Belgium"
2001,"28","Roberto Laiseka","Spain"
2001,"29","Jörg Jaksche","Germany"
2001,"30","Daniel Atienza","Spain"
2001,"31","Stéphane Goubert","France"
2001,"32","Luis Perez","Spain"
2001,"33","Michele Bartoli","Italy"
2001,"34","David Etxebarria","Spain"
2001,"35","Benoit Salmon","France"
2001,"36","Stive Vermaut","Belgium"
2001,"37","Felix Manuel Garcia","Spain"
2001,"38","José-Luis Rubiera","Spain"
2001,"39","Giuseppe Guerini","Italy"
2001,"40","Stéphane Heulot","France"
2001,"41","Javier Pascual Rodríguez","Spain"
2001,"42","Walter Bénéteau","France"
2001,"43","Kevin Livingston","United States"
2001,"44","Leonardo Piepoli","Italy"
2001,"45","Guido Trentin","Italy"
2001,"46","Jens Voigt","Germany"
2001,"47","Denis Menchov","Russian Federation"
2001,"48","David Moncoutié","France"
2001,"49","Nicki Sørensen","Denmark"
2001,"50","Laurent Roux","France"
2001,"51","Udo Bölts","Germany"
2001,"52","Marco Pinotti","Italy"
2001,"53","Gilles Bouvard","France"
2001,"54","Stuart O'Grady","Australia"
2001,"55","Patrice Halgand","France"
2001,"56","Jean-Cyril Robin","France"
2001,"57","Daniele Nardello","Italy"
2001,"58","Javier Pascual","Spain"
2001,"59","Guennadi Mikhailov","Russian Federation"
2001,"60","Matteo Tosatto","Italy"
2001,"61","Félix Rafael Cárdenas","Colombia"
2001,"62","Mikel Pradera","Spain"
2001,"63","Íñigo Cuesta","Spain"
2001,"64","José Iván Gutiérrez","Spain"
2001,"65","Sylvain Chavanel","France"
2001,"66","Daniel Schnider","Switzerland"
2001,"67","Massimiliano Lelli","Italy"
2001,"68","Piotr Wadecki","Poland"
2001,"69","Jon Odriozola","Spain"
2001,"70","Paolo Bettini","Italy"
2001,"71","George Hincapie","United States"
2001,"72","Geert Verheyen","Belgium"
2001,"73","Haimar Zubeldia","Spain"
2001,"74","Franck Bouyer","France"
2001,"75","Maarten den Bakker","Netherlands"
2001,"76","Antonio Tauler","Spain"
2001,"77","Alberto Lopez","Spain"
2001,"78","Ludovic Turpin","France"
2001,"79","Víctor Hugo Peña","Colombia"
2001,"80","Sven Teutenberg","Germany"
2001,"81","Fabio Baldato","Italy"
2001,"82","Viatcheslav Ekimov","Russian Federation"
2001,"83","Bradley McGee","Australia"
2001,"84","Michael Blaudzun","Denmark"
2001,"85","Serge Baguet","Belgium"
2001,"86","José Angel Vidal","Spain"
2001,"87","Pascal Lino","France"
2001,"88","Unai Etxebarria","Venezuela, Bolivarian Rep. of"
2001,"89","Nicolas Vogondy","France"
2001,"90","Servais Knaven","Netherlands"
2001,"91","Erik Dekker","Netherlands"
2001,"92","Paul Van Hyfte","Belgium"
2001,"93","Marc Lotz","Netherlands"
2001,"94","Tyler Hamilton","United States"
2001,"95","Eddy Seigneur","France"
2001,"96","Erik Zabel","Germany"
2001,"97","Alessandro Petacchi","Italy"
2001,"98","Nico Mattan","Belgium"
2001,"99","Nicola Loda","Italy"
2001,"100","Florent Brard","France"
2001,"101","Steffen Kjærgaard","Norway"
2001,"102","Christophe Mengin","France"
2001,"103","Angel Castresana","Spain"
2001,"104","Alexei Sivakov","Russian Federation"
2001,"105","Eladio Jiménez","Spain"
2001,"106","Jérôme Bernard","France"
2001,"107","Anthony Morin","France"
2001,"108","Sebastien Demarbaix","Belgium"
2001,"109","Damien Nazon","France"
2001,"110","Raivis Belohvoščiks","Latvia"
2001,"111","Christophe Oriol","France"
2001,"112","Rik Verbrugghe","Belgium"
2001,"113","Emmanuel Magnien","France"
2001,"114","Pascal Chanteur","France"
2001,"115","Nicolas Jalabert","France"
2001,"116","Franck Rénier","Belgium"
2001,"117","Jakob Piil","Denmark"
2001,"118","Francisco Javier Cerezo","Spain"
2001,"119","Frédérick Bessy","France"
2001,"120","Christophe Agnolutto","France"
2001,"121","Gilles Maignan","France"
2001,"122","Marcelino García","Spain"
2001,"123","Christophe Capelle","France"
2001,"124","Frédérick Guesdon","France"
2001,"125","Marco Serpellini","Italy"
2001,"126","Sébastien Talabardon","France"
2001,"127","Jacky Durand","France"
2001,"128","Matteo Frutti","Italy"
2001,"129","Ján Svorada","Czech Republic"
2001,"130","Johan Verstrepen","Belgium"
2001,"131","Thierry Gouvenou","France"
2001,"132","Romans Vainsteins","Latvia"
2001,"133","Ludovic Auger","France"
2001,"134","Max van Heeswijk","Netherlands"
2001,"135","Stéphane Berges","France"
2001,"136","Guillaume Auger","France"
2001,"137","Sébastien Hinault","France"
2001,"138","Olivier Perraudeau","France"
2001,"139","Christopher Jenner","France"
2001,"140","Rubens Bertogliati","Switzerland"
2001,"141","Rolf Sørensen","Denmark"
2001,"142","Davide Bramati","Italy"
2001,"143","Enrico Cassani","Italy"
2001,"144","Jimmy Casper","France"
2002,"DSQ","Lance Armstrong","United States"
2002,"2","Joseba Beloki","Spain"
2002,"3","Raimondas Rumšas","Lithuania"
2002,"4","Santiago Botero","Colombia"
2002,"5","Igor González","Spain"
2002,"6","José Azevedo","Portugal"
2002,"7","Francisco Mancebo","Spain"
2002,"DSQ","Levi Leipheimer","United States"
2002,"9","Roberto Heras","Spain"
2002,"10","Carlos Sastre","Spain"
2002,"11","Ivan Basso","Italy"
2002,"12","Michael Boogerd","Netherlands"
2002,"13","David Moncoutié","France"
2002,"14","Massimiliano Lelli","Italy"
2002,"15","Tyler Hamilton","United States"
2002,"16","Richard Virenque","France"
2002,"17","Stéphane Goubert","France"
2002,"18","Unai Osa","Spain"
2002,"19","Nicolas Vogondy","France"
2002,"20","Nicki Sørensen","Denmark"
2002,"21","Andrei Kivilev","Kazakhstan"
2002,"22","José-Luis Rubiera","Spain"
2002,"23","Ivan Gotti","Italy"
2002,"24","Dariusz Baranowski","Poland"
2002,"25","Dario Frigo","Italy"
2002,"26","Laurent Brochard","France"
2002,"27","Beat Zberg","Switzerland"
2002,"28","Axel Merckx","Belgium"
2002,"29","José Enrique Gutiérrez","Spain"
2002,"30","Alexander Bocharov","Russian Federation"
2002,"31","Jörg Jaksche","Germany"
2002,"32","Jean-Cyril Robin","France"
2002,"33","Marcos Antonio Serrano","Spain"
2002,"34","Laurent Lefèvre","France"
2002,"35","Christophe Brandt","Belgium"
2002,"36","Sylvain Chavanel","France"
2002,"37","Bobby Julich","United States"
2002,"38","Isidro Nozal","Spain"
2002,"39","Haimar Zubeldia","Spain"
2002,"40","Volodymir Gustov","Ukraine"
2002,"41","Íñigo Chaurreau","Spain"
2002,"42","Laurent Jalabert","France"
2002,"43","Piotr Wadecki","Poland"
2002,"44","Miguel Martinez","France"
2002,"45","Wladimir Belli","Italy"
2002,"46","Roberto Laiseka","Spain"
2002,"47","Marzio Bruseghin","Italy"
2002,"48","Udo Bölts","Germany"
2002,"49","Íñigo Cuesta","Spain"
2002,"50","Mario Aerts","Belgium"
2002,"51","Grischa Niermann","Germany"
2002,"52","Patrice Halgand","France"
2002,"53","Andrea Peron","Italy"
2002,"54","Marco Velo","Italy"
2002,"55","Cédric Vasseur","France"
2002,"56","Kevin Livingston","United States"
2002,"57","Santiago Blanco","Spain"
2002,"58","Viatcheslav Ekimov","Russian Federation"
2002,"59","George Hincapie","United States"
2002,"60","David Etxebarria","Spain"
2002,"61","Floyd Landis","United States"
2002,"62","László Bodrogi","Hungary"
2002,"63","Gerhard Trampusch","Austria"
2002,"64","Serhiy Honchar","Ukraine"
2002,"65","Tomas Konečný","Czech Republic"
2002,"66","Cristian Moreni","Italy"
2002,"67","Frédérick Bessy","France"
2002,"68","David Millar","United Kingdom"
2002,"69","Pavel Padrnos","Czech Republic"
2002,"70","Eddy Mazzoleni","Italy"
2002,"71","Ludovic Turpin","France"
2002,"72","Rolf Aldag","Germany"
2002,"73","Víctor Hugo Peña","Colombia"
2002,"74","Marco Serpellini","Italy"
2002,"75","Gianluca Bortolami","Italy"
2002,"76","Mikel Pradera","Spain"
2002,"77","Stuart O'Grady","Australia"
2002,"78","Abraham Olano","Spain"
2002,"79","Bingen Fernandez","Spain"
2002,"80","Giuseppe Guerini","Italy"
2002,"81","Serguei Ivanov","Russian Federation"
2002,"82","Erik Zabel","Germany"
2002,"83","Sandy Casar","France"
2002,"84","David Latasa","Spain"
2002,"85","Franck Rénier","Belgium"
2002,"86","Christophe Mengin","France"
2002,"87","Jérôme Pineau","France"
2002,"88","Iban Mayo","Spain"
2002,"89","Benoît Joachim","Luxembourg"
2002,"90","Anthony Morin","France"
2002,"91","Marc Wauters","Belgium"
2002,"92","Guennadi Mikhailov","Russian Federation"
2002,"93","Denis Menchov","Russian Federation"
2002,"94","Addy Engels","Netherlands"
2002,"95","Javier Pascual","Spain"
2002,"96","Emmanuel Magnien","France"
2002,"97","Robert Hunter","South Africa"
2002,"98","Thierry Loder","France"
2002,"99","Steffen Wesemann","Germany"
2002,"100","Christophe Edaleine","France"
2002,"101","Gian Matteo Fagnini","Italy"
2002,"102","Jérôme Bernard","France"
2002,"103","Andy Flickinger","France"
2002,"104","Danilo Hondo","Germany"
2002,"105","Serge Baguet","Belgium"
2002,"106","Andrea Tafi","Italy"
2002,"107","Pedro Horrillo","Spain"
2002,"108","Ludo Dierckxsens","Belgium"
2002,"109","Bradley McGee","Australia"
